Temperature Time [s],Temp [C],States Time [s],Position [rad],Velocity [rad/s],Effort [mA],Commands Time [s],Position Command [rad],,Max Temp [C],Min Temp [C],Temp Range [C],Max Effort [mA],Min Effort [mA],Avg Pos Effort [mA],Avg Neg Effort [mA]
0.0,33.0,0.0,1.6950488090515137,1.7266193628311157,201.75,0.0,3.094809990745139,,48.0,31.0,17.0,341.6300048828125,-433.0899963378906,148.87129721180128,-160.48267390667917
0.0897359848022461,33.0,0.08974671363830566,1.8499808311462402,1.7266193628311157,212.510009765625,0.0900583267211914,3.1252315158420987
0.17879390716552734,33.0,0.17879104614257812,2.0064468383789062,1.7266193628311157,196.37001037597656,0.18005847930908203,3.1400423215984894
0.2687356472015381,33.0,0.2687344551086426,2.1598451137542725,1.6786576509475708,134.5,0.2700483798980713,3.1391711709380505
0.3622019290924072,33.0,0.36220240592956543,2.2994372844696045,1.5347727537155151,147.9499969482422,0.3601572513580322,3.122619315991418
0.4498162269592285,33.0,0.4498145580291748,2.4282915592193604,1.3908878564834595,150.63999938964844,0.45017123222351074,3.0904817648459515
0.5488076210021973,33.0,0.5488076210021973,2.5540781021118164,1.2709836959838867,166.77999877929688,0.5419456958770752,3.042416038147337
0.6317958831787109,33.0,0.6317651271820068,2.647650957107544,1.127098798751831,131.80999755859375,0.6300146579742432,2.9801181587847885
0.718724250793457,32.0,0.718724250793457,2.739689826965332,0.9832137823104858,137.19000244140625,0.7200632095336914,2.9024576696550968
0.8100473880767822,32.0,0.81005859375,2.8102529048919678,0.7673863768577576,88.77000427246094,0.8100273609161377,2.810335191788472
0.8986141681671143,32.0,0.8986144065856934,2.848602294921875,0.3836931884288788,86.08000183105469,0.900022029876709,2.7041195919441217
0.9885785579681396,32.0,0.9885880947113037,2.859340190887451,0.0959232971072197,215.20001220703125,0.9900774955749512,2.5844432065835385
1.079786777496338,32.0,1.0797460079193115,2.868544101715088,0.07194247096776962,193.6800079345703,1.080026626586914,2.4518033691328385
1.1695609092712402,33.0,1.1695363521575928,2.868544101715088,0.0,94.1500015258789,1.1699738502502441,2.3070275007065324
1.2626655101776123,32.0,1.2626631259918213,2.8670101165771484,0.0,-37.65999984741211,1.261967420578003,2.150547980062541
1.3495957851409912,32.0,1.3495988845825195,2.854738235473633,-0.0959232971072197,-209.82000732421875,1.3500502109527588,1.983464378646139
1.4387180805206299,33.0,1.438694715499878,2.820990800857544,-0.3836931884288788,-188.3000030517578,1.4400184154510498,1.8064749223584147
1.5296895503997803,33.0,1.5296950340270996,2.7657673358917236,-0.5995206236839294,-142.57000732421875,1.530036449432373,1.6203911761581282
1.6199593544006348,33.0,1.6199629306793213,2.6906023025512695,-0.7434055805206299,-134.5,1.620222568511963,1.4262648963837994
